position_rmse,position_mae,position_mse,velocity_rmse,velocity_mae,velocity_correlation,inference_time,time_steps,original_time_steps,trajectory_id
0.000872271426487714,0.0005120534333400428,7.60857460591069e-07,0.0003422674781177193,0.00012527905346360058,0.8388938307762146,1.0465829372406006,400,600,0
0.0008544200100004673,0.0005023336852900684,7.300335482796072e-07,0.0003395442327018827,0.00012336096551734954,0.8297069072723389,1.0362203121185303,400,600,1
0.0008271901751868427,0.0004840790934395045,6.842435595899587e-07,0.0003359069232828915,0.0001203063438879326,0.8140974640846252,1.0397553443908691,400,600,2
0.0007587093859910965,0.00044306283234618604,5.756399445999705e-07,0.00032716194982640445,0.00011291760893072933,0.6579570174217224,1.0447986125946045,400,600,3
0.0007564644911326468,0.00044183965655975044,5.722384912587586e-07,0.0003267095307819545,0.0001127698560594581,0.6433495283126831,1.0598437786102295,400,600,4
