epoch,train_loss,test_loss,learning_rate,stage,time_per_epoch
46,0.06872858045001824,0.07373557115594546,0.0001,1,61.876243352890015
47,0.0657850481569767,0.0641175489872694,0.0001,1,62.12589883804321
48,0.06249869676927725,0.06369954285522302,0.0001,1,61.81345796585083
49,0.06067850577334563,0.061005248998602234,0.0001,1,61.66059732437134
50,0.058459318801760675,0.06178851549824079,0.0001,1,61.890063524246216
51,0.059344467644890146,0.05724372776846091,0.0001,1,61.844061851501465
52,0.05597447156906128,0.05457000186045965,0.0001,1,61.53163957595825
53,0.055351265768210096,0.05415792390704155,0.0001,1,61.73413848876953
54,0.052851024890939395,0.05246836692094803,0.0001,1,61.648496866226196
55,0.05282905846834183,0.049062913904587425,0.0001,1,61.90481686592102
56,0.05063401150206725,0.05169281860192617,0.0001,1,61.62290716171265
57,0.05092079825699329,0.04850668149689833,0.0001,1,61.841838359832764
58,0.049069335063298546,0.046829571947455406,0.0001,1,61.88991856575012
59,0.04827224463224411,0.04682018545766672,0.0001,1,61.77640247344971
60,0.047863334665695825,0.045185238122940063,0.0001,1,62.034605503082275
61,0.04630356803536415,0.04427558618287245,0.0001,1,61.875574350357056
62,0.04756826919813951,0.04392616016169389,0.0001,1,61.89368796348572
63,0.04955468798677127,0.04340010012189547,0.0001,1,61.5809280872345
64,0.047225395465890566,0.052714997281630836,0.0001,1,61.848657846450806
65,0.05686728395521641,0.05895991685489813,0.0001,1,62.05865788459778
66,0.06103903464972973,0.04661204976340135,0.0001,1,61.37104916572571
67,0.043987275039156275,0.05714829762776693,0.0001,1,61.994611978530884
68,0.04750019572675228,0.04403425877292951,0.0001,1,61.93965983390808
69,0.04181933129827182,0.04482822120189667,0.0001,1,61.78993558883667
70,0.04181225982805093,0.04341714332501093,0.0001,1,61.453351974487305
71,0.04540780950337649,0.04511375042299429,0.0001,1,61.69363069534302
72,0.047374157980084416,0.03719312511384487,0.0001,1,62.020272731781006
73,0.0448219774911801,0.041737244774897896,0.0001,1,61.87627291679382
74,0.04315538493295511,0.03768986867119869,0.0001,1,61.921241760253906
75,0.0377041798705856,0.0441282136986653,0.0001,1,61.757763385772705
76,0.04188819049547116,0.03838198942442735,0.0001,1,61.86239242553711
77,0.036250797907511394,0.035777452091375984,0.0001,1,62.173715353012085
78,0.0353234043965737,0.03619755897670984,0.0001,1,61.84952783584595
79,0.035337465815246105,0.03572149357448021,0.0001,1,62.051926136016846
80,0.03471921260158221,0.03582504050185283,0.0001,1,61.993321895599365
81,0.03659919922550519,0.03886235629518827,0.0001,1,61.886640548706055
82,0.0362451462695996,0.03961823042482138,0.0001,1,62.11514329910278
83,0.03546863247950872,0.03844798387338718,0.0001,1,61.84023118019104
84,0.03474779911339283,0.038455749241014324,0.0001,1,62.07191300392151
85,0.035127420102556546,0.036511787523825966,0.0001,1,61.71503949165344
86,0.04622088900456826,0.031058835486570995,0.0001,1,61.912651777267456
87,0.037061632300416626,0.03701178543269634,0.0001,1,62.112539768218994
88,0.04011672077079614,0.03810294158756733,0.0001,1,62.16275119781494
89,0.03730612887690465,0.03608848278721174,0.0001,1,61.90300393104553
90,0.034999508038163187,0.04245196500172218,0.0001,1,62.100268602371216
91,0.037411913337806864,0.05244676023721695,0.0001,1,62.3182110786438
92,0.039279777618745966,0.03163508977741003,0.0001,1,61.70598602294922
93,0.032021043635904786,0.036354293736318745,0.0001,1,61.73297619819641
94,0.03303475634505351,0.03467344461629788,0.0001,1,62.07906723022461
95,0.03391152980426947,0.04092443361878395,0.0001,1,61.87829518318176
96,0.036858557475109896,0.03356020928670963,0.0001,1,61.972593545913696
97,0.03133104008932908,0.03511371277272701,0.0001,1,61.960182189941406
98,0.030838923901319502,0.028580969509979088,0.0001,1,61.953145265579224
99,0.028778531588613987,0.034405446921785675,0.0001,1,62.087932109832764
100,0.030995637985567252,0.030391013249754906,0.0001,1,62.12432861328125
101,0.02966214120388031,0.03399412613362074,0.0001,1,62.124446392059326
102,0.02982646239300569,0.030579804132382076,0.0001,1,62.13510847091675
103,0.028933465418716272,0.027898951744039852,0.0001,1,62.19914221763611
104,0.02769057812790076,0.030997762456536293,0.0001,1,62.27328062057495
105,0.02995924688875675,0.03771781921386719,0.0001,1,61.85076141357422
106,0.03232539550711711,0.030124740054210026,0.0001,1,62.13285517692566
107,0.028524917798737684,0.03750396054238081,0.0001,1,61.95370364189148
108,0.03173549957573414,0.03883447094509999,0.0001,1,62.30828094482422
109,0.035460166881481806,0.03799563863625129,0.0001,1,62.235522747039795
110,0.03123008254915476,0.028014483861625195,0.0001,1,62.053420543670654
111,0.02634183634072542,0.04614554593960444,0.0001,1,61.98120045661926
112,0.03257044504086177,0.037274072567621865,0.0001,1,61.90894317626953
113,0.028468590167661508,0.02595211596538623,0.0001,1,61.86215949058533
114,0.025260137021541597,0.030343573540449142,0.0001,1,62.305217027664185
115,0.026625730159382025,0.034707410261034966,0.0001,1,61.9898099899292
116,0.027817236818373205,0.028080266279478867,0.0001,1,62.063316106796265
117,0.024612394844492277,0.02758313777546088,0.0001,1,62.01425385475159
118,0.024762283079326153,0.028865424295266468,0.0001,1,62.15626096725464
119,0.024984105055530868,0.02751647463689248,0.0001,1,61.668317556381226
120,0.02453800948957602,0.02884863844762246,0.0001,1,61.697001218795776
121,0.024784620913366476,0.025674523785710335,0.0001,1,62.31150412559509
122,0.02370756051192681,0.030292100583513577,0.0001,1,61.87788534164429
123,0.024697034433484078,0.024282649159431458,0.0001,1,61.894054889678955
124,0.02359562609344721,0.030826091766357422,0.0001,1,61.94888424873352
125,0.02495066902289788,0.024951985105872154,0.0001,1,61.403193950653076
126,0.023265467211604118,0.03220623234907786,0.0001,1,61.99390625953674
127,0.02610219717025757,0.03057102331270774,0.0001,1,61.80964112281799
128,0.024824204668402673,0.025399097241461277,0.0001,1,62.058340072631836
129,0.022169647303720317,0.023589426030715305,0.0001,1,61.614704847335815
130,0.022052666544914244,0.02254901174455881,0.0001,1,61.851062536239624
131,0.022772397163013616,0.02333306024471919,0.0001,1,61.76723551750183
132,0.022618217021226884,0.022608777197698753,0.0001,1,61.77437901496887
133,0.022142450883984567,0.024254394074281056,0.0001,1,61.4886691570282
134,0.020886728477974733,0.025644430580238502,0.0001,1,61.381030559539795
135,0.02057358839859565,0.02670780507226785,0.0001,1,61.814717531204224
136,0.020396353925267854,0.02582711912691593,0.0001,1,61.8624951839447
137,0.01998168577750524,0.023354038285712402,0.0001,1,61.883437156677246
138,0.021017490575710934,0.023444905566672485,0.0001,1,61.51206040382385
139,0.019911062655349573,0.028453406256934006,0.0001,1,61.98387289047241
140,0.01936679957434535,0.02805901939670245,0.0001,1,62.01701521873474
141,0.019185303120563428,0.02818332239985466,0.0001,1,61.892542123794556
142,0.02044790474077066,0.027981409182151157,0.0001,1,61.75360941886902
143,0.027133621275424957,0.025233734709521134,0.0001,1,62.08774423599243
144,0.01859655389562249,0.028616500087082386,0.0001,1,61.985833168029785
145,0.01819792635117968,0.02617097304513057,0.0001,1,61.58761262893677
146,0.020240457511196533,0.019281978718936443,0.0001,1,62.057090520858765
147,0.018496578683455785,0.03143229832251867,0.0001,1,61.760457038879395
148,0.02012767381966114,0.026430564932525158,0.0001,1,61.992544174194336
149,0.016859586474796136,0.02288658854862054,0.0001,1,61.78033185005188
150,0.025756018795073034,0.028599008296926815,0.0001,1,61.288559913635254
151,0.018139442708343268,0.02035649958997965,0.0001,1,61.99023127555847
152,0.02562739762167136,0.02969179581850767,0.0001,1,61.41669225692749
153,0.019362454985578856,0.018387116802235443,0.0001,1,61.164947748184204
154,0.029684369949003062,0.021389073692262173,0.0001,1,61.54924941062927
155,0.023875983556111653,0.025257756002247334,0.0001,1,61.607805013656616
156,0.030040933471173047,0.02657291355232398,0.0001,1,61.82644462585449
157,0.023826737484584252,0.024802833174665768,0.0001,1,61.54415440559387
158,0.017515356093645094,0.02795268331343929,0.0001,1,61.77549719810486
159,0.017938425516088805,0.023095132162173588,0.0001,1,61.553497552871704
160,0.016892677173018456,0.0320097915828228,0.0001,1,61.83695077896118
161,0.01833138968795538,0.024710177754362423,0.0001,1,62.02686309814453
162,0.018688691904147466,0.028208238072693348,0.0001,1,61.91348576545715
163,0.01737387434889873,0.022156976784269016,0.0001,1,61.583563804626465
164,0.019209710663805404,0.026182350081702072,0.0001,1,61.75637865066528
165,0.023618295726676782,0.021603441486756008,0.0001,1,61.577885150909424
166,0.027118251907328764,0.023170015464226406,0.0001,1,61.61778807640076
167,0.02865755499030153,0.01940490274379651,0.0001,1,61.579895973205566
168,0.018485428299754858,0.02454050164669752,0.0001,1,61.57593059539795
169,0.017052346654236317,0.02741765696555376,0.0001,1,61.90894412994385
170,0.016475404581675925,0.02126410199950139,0.0001,1,62.014319896698
171,0.019549094047397374,0.02505378456165393,0.0001,1,61.68717861175537
172,0.018211147002875804,0.026048896523813408,0.0001,1,61.89316463470459
173,0.020719005788366,0.017980804666876793,0.0001,1,61.95404577255249
174,0.024173262591163317,0.02468465982625882,0.0001,1,61.80272340774536
175,0.019675473465273777,0.021617989676694076,0.0001,1,61.728888750076294
176,0.03091989445189635,0.026923044274250667,0.0001,1,61.611658811569214
177,0.017401857208460568,0.029103556647896767,0.0001,1,61.47519516944885
178,0.01855515722806255,0.02093421233197053,0.0001,1,61.971307039260864
179,0.02251811623573303,0.042945457311968006,0.0001,1,61.530235052108765
180,0.028534567231933275,0.01923222467303276,0.0001,1,61.78025507926941
181,0.02982106463362773,0.03015614797671636,0.0001,1,61.94792342185974
182,0.019797900163878997,0.017091798751304548,0.0001,1,61.92188334465027
183,0.021312985569238663,0.03127492902179559,0.0001,1,61.74708580970764
184,0.016555833537131547,0.01653838437050581,0.0001,1,61.844465017318726
185,0.018339877078930537,0.029133740502099197,0.0001,1,61.920320987701416
186,0.015254472816983859,0.013935784964511791,0.0001,1,61.88907790184021
187,0.0232738034799695,0.0227891243994236,0.0001,1,61.65741753578186
188,0.016362208314239977,0.028121207530299824,0.0001,1,61.51177000999451
189,0.01697259461507201,0.021259666420519352,0.0001,1,62.13401389122009
190,0.02111958827202519,0.021666008979082108,0.0001,1,61.84555530548096
191,0.024391391438742478,0.02373566012829542,0.0001,1,62.21166372299194
192,0.03543852462122838,0.028859647922217846,0.0001,1,61.95888948440552
193,0.025335194387783606,0.018300463755925495,0.0001,1,61.53089475631714
194,0.02259462003906568,0.018722825373212498,0.0001,1,61.96778845787048
195,0.02542713830868403,0.014368293030808369,0.0001,1,61.65739893913269
196,0.016457948368042707,0.015477014550318321,0.0001,1,61.62759590148926
197,0.020313739373038212,0.014923461247235537,0.0001,1,61.91267991065979
198,0.016820304250965517,0.015445597469806671,0.0001,1,62.27198767662048
199,0.018034413239608207,0.01785002105558912,1e-05,2,61.65732169151306
200,0.015561719704419375,0.013830976405491432,1e-05,2,62.01254391670227
201,0.01569224735721946,0.013440614255766073,1e-05,2,62.040666341781616
202,0.015266057352224987,0.013325099988530079,1e-05,2,62.08020257949829
203,0.01543217891206344,0.01271994054938356,1e-05,2,62.0430862903595
204,0.01539991603543361,0.012474050124486288,1e-05,2,62.096494913101196
205,0.015529837055752675,0.012467663735151291,1e-05,2,61.817068099975586
206,0.015287447317192952,0.012453203399976095,1e-05,2,61.61540627479553
207,0.01487913258994619,0.012450648161272207,1e-05,2,61.81703782081604
208,0.014625317168732483,0.012434837563584248,1e-05,2,61.56990933418274
209,0.01440103497977058,0.012430792053540548,1e-05,2,61.63422513008118
210,0.014219698247810204,0.012443385242174069,1e-05,2,61.81674361228943
211,0.014036139970024427,0.01247293765967091,1e-05,2,62.03250217437744
212,0.013854870075980822,0.01255417646219333,1e-05,2,62.08184194564819
213,0.013708647992461919,0.012610271417846283,1e-05,2,62.02894854545593
214,0.01362096465503176,0.012708158077051243,1e-05,2,62.08186912536621
215,0.013525116816163063,0.012765071354806423,1e-05,2,61.91364026069641
216,0.013458205355952184,0.012912650592625141,1e-05,2,61.81562900543213
217,0.013393682862321536,0.013037441919247309,1e-05,2,61.592655420303345
218,0.013340676110237837,0.013195099619527658,1e-05,2,61.70202589035034
219,0.013301291254659493,0.01337703006962935,1e-05,2,61.98227882385254
220,0.013257328203568857,0.013501921823869148,1e-05,2,61.930853843688965
221,0.013223274455716213,0.01361360540613532,1e-05,2,61.99733281135559
222,0.0131974872512122,0.013713793673863014,1e-05,2,61.699995279312134
223,0.013171735405921935,0.013714424800127745,1e-05,2,61.61561632156372
224,0.013151186766723793,0.01369846472516656,1e-05,2,61.59225869178772
225,0.013135039526969195,0.013750012032687664,1e-05,2,61.84671235084534
226,0.013117835919062296,0.013926538483550152,1e-05,2,62.22529864311218
227,0.013103750348091126,0.014015974011272192,1e-05,2,61.773839712142944
228,0.013090530162056286,0.014257116398463646,1e-05,2,61.6296124458313
229,0.013103834725916386,0.014532272859166065,1e-05,2,61.56123971939087
230,0.013104581863929828,0.014606996594617764,1e-05,2,61.810635805130005
231,0.013074438460171223,0.014437627357741198,1e-05,2,62.08067727088928
232,0.013028942669431368,0.014122259492675463,1e-05,2,61.73110556602478
233,0.013008089829236269,0.013728459210445484,1e-05,2,62.032512187957764
234,0.013052413829912742,0.013442445391168198,1e-05,2,62.20442581176758
235,0.013123854156583547,0.013354854968686899,1e-05,2,61.79491209983826
236,0.013140118401497602,0.013448259017119804,1e-05,2,62.288835525512695
237,0.013178041856735944,0.013742473597327868,1e-05,2,62.11555600166321
238,0.013274180113027494,0.014258721377700567,1e-05,2,61.86798644065857
239,0.013551503016302983,0.015555604981879393,1e-05,2,61.65575957298279
240,0.013845456360528866,0.016798790078610182,1e-05,2,61.705907583236694
241,0.013934549223631621,0.01719791783640782,1e-05,2,61.970216035842896
242,0.013569243531674147,0.016931306725988787,1e-05,2,61.85504460334778
243,0.013345781217018763,0.01638540206477046,1e-05,2,61.635255575180054
244,0.013226382496456305,0.015607543134440979,1e-05,2,61.737497329711914
245,0.0133403230458498,0.014362276221315065,1e-05,2,61.984954833984375
246,0.01381524254878362,0.013234884788592657,1e-05,2,61.93132567405701
247,0.014593894469241302,0.014096839043001333,1e-05,2,61.964619874954224
248,0.015401955352475245,0.013884843327105045,1e-05,2,61.83733558654785
249,0.01409881270180146,0.01333961340909203,1e-05,2,61.68592953681946
250,0.01336337545265754,0.013566891973217329,1e-05,2,61.90994119644165
251,0.01330839740112424,0.013755690772086382,1e-05,2,61.702855348587036
252,0.013694756757467985,0.014484636640797058,1e-05,2,61.58235692977905
253,0.013781247598429521,0.015665668062865734,1e-05,2,61.791950702667236
254,0.014144914255787929,0.016622786565373342,1e-05,2,61.87184381484985
255,0.01363828197742502,0.016073088627308607,1e-05,2,61.75704288482666
256,0.013027402417113384,0.015658367425203323,1e-05,2,61.770201206207275
257,0.01295448166007797,0.014608458460619053,1e-05,2,61.792768239974976
258,0.012988588182876508,0.013747673326482376,1e-05,2,61.86156177520752
259,0.013306894494841496,0.013546521930644909,1e-05,2,61.76977229118347
260,0.01412516220783194,0.01399031529823939,1e-05,2,61.74435591697693
261,0.014095511225362619,0.013641036891688904,1e-05,2,62.10924458503723
262,0.013332196387151878,0.01339190173894167,1e-05,2,61.62184000015259
263,0.012941497936844825,0.013216101564466953,1e-05,2,61.884469747543335
264,0.012981081878145536,0.013054884194085995,1e-05,2,61.964909076690674
265,0.013162048843999704,0.013095970420787731,1e-05,2,61.54877758026123
266,0.013385865340630214,0.013449172178904215,1e-05,2,61.687132835388184
267,0.01363579680522283,0.014345420524477959,1e-05,2,61.90468239784241
268,0.013733552147944769,0.015469685507317385,1e-05,2,61.40128540992737
269,0.01364441318437457,0.015691650720934074,1e-05,2,61.98883819580078
270,0.012932181420425574,0.014987694565206766,1e-05,2,61.739201068878174
271,0.01253257654607296,0.014610738648722569,1e-05,2,62.21895480155945
272,0.012411894649267197,0.014238811408480009,1e-05,2,62.13064169883728
273,0.012467688911904891,0.014007414070268473,1e-05,2,61.24839639663696
274,0.012561115032682816,0.013574627383301655,1e-05,2,61.373278856277466
275,0.012810241896659136,0.013397842956086,1e-05,2,61.89895057678223
276,0.012976975676914056,0.013297295818726221,1e-05,2,61.72050952911377
277,0.013219140066454808,0.013406085626532635,1e-05,2,61.60314393043518
278,0.013300153178473313,0.013746264856308699,1e-05,2,61.477978467941284
279,0.01339391606549422,0.014092557287464539,1e-05,2,61.53107690811157
280,0.013317674367378156,0.014429342777778706,1e-05,2,61.84718155860901
281,0.013179042873283227,0.014374829363077879,1e-05,2,61.82336473464966
282,0.013036186310152213,0.01377327786758542,1e-05,2,61.36180639266968
283,0.013270857899139324,0.01343532900015513,1e-05,2,61.474111557006836
284,0.013477082550525665,0.012928605545312166,1e-05,2,61.700467586517334
285,0.01387831491107742,0.01300373487174511,1e-05,2,61.928802728652954
286,0.014174291708817085,0.013550865308692059,1e-05,2,61.7914354801178
287,0.01477387643729647,0.015298864959428707,1e-05,2,61.605525732040405
288,0.014868191878000895,0.01738967715452115,1e-05,2,61.70279145240784
289,0.01462096031755209,0.017719918861985207,1e-05,2,61.397884368896484
290,0.013491340509305397,0.015893366032590468,1e-05,2,61.771528244018555
291,0.012623343399415414,0.014573048334568739,1e-05,2,61.76086115837097
292,0.01240560511747996,0.013955697417259216,1e-05,2,61.56003928184509
293,0.012424560481061537,0.013306010514497757,1e-05,2,61.49229454994202
294,0.012682907034953434,0.012932743566731611,1e-05,2,62.0119354724884
295,0.013007203831026952,0.012871599135299524,1e-05,2,61.4434015750885
296,0.013217689407368501,0.013040523044764996,1e-05,2,61.87566614151001
297,0.013219308573752642,0.013151703091959158,1e-05,2,61.92688179016113
298,0.012939494134237369,0.01309575947622458,1e-05,2,61.872854471206665
299,0.012580165453255177,0.013030743692070246,1e-05,2,61.90332221984863
300,0.012396834138780833,0.012883470704158148,1e-05,2,61.78939080238342
301,0.012311768997460604,0.012736207650353512,1e-05,2,61.797781229019165
302,0.0123334811689953,0.012606673408299685,1e-05,2,61.530637979507446
303,0.012452438411613306,0.0128257698379457,1e-05,2,61.71833372116089
304,0.012607955187559129,0.012852210706720749,1e-05,2,61.49726319313049
305,0.01290692382802566,0.012395262562980255,1e-05,2,61.72017025947571
306,0.013258019338051479,0.012109126740445694,1e-05,2,61.781800508499146
307,0.01323607781281074,0.012507121078670025,1e-05,2,61.57240390777588
308,0.013622126790384452,0.013402982614934444,1e-05,2,61.72042369842529
309,0.013859985365221898,0.014727555060138306,1e-05,2,62.0067982673645
310,0.013879945998390516,0.015529319799194733,1e-05,2,61.858492612838745
311,0.013549928739666938,0.015583560646822056,1e-05,2,61.80243444442749
312,0.01299179404353102,0.015470221793899933,1e-05,2,61.45377016067505
313,0.012662401515990495,0.015318044306089481,1e-05,2,61.99054837226868
314,0.012355315530051788,0.014663354183236757,1e-05,2,61.72900629043579
315,0.012194509462763866,0.01404531734685103,1e-05,2,61.93567752838135
316,0.012329790803293387,0.013924069547404846,1e-05,2,62.05935716629028
317,0.012784714593241613,0.013863190387686094,1e-05,2,61.7310094833374
318,0.012960254959762097,0.01345304911956191,1e-05,2,61.77522039413452
319,0.012295194373776516,0.012798681544760862,1e-05,2,61.802271127700806
320,0.01201783176511526,0.01288376081114014,1e-05,2,61.646429777145386
321,0.012172332933793465,0.013047690348078808,1e-05,2,61.82531452178955
322,0.012667734206964572,0.013727373443543911,1e-05,2,61.75019574165344
323,0.013017761676261822,0.014969754498451948,1e-05,2,61.559927225112915
324,0.013186483923345805,0.015679541199157637,1e-05,2,61.667563676834106
325,0.013290402262161176,0.015826978720724583,1e-05,2,62.04787564277649
326,0.01313701703523596,0.015993826556950808,1e-05,2,61.738346099853516
327,0.0130994259690245,0.015734481470038492,1e-05,2,61.87185025215149
328,0.012743608249972263,0.015348487067967653,1e-05,2,61.86030554771423
329,0.012425865263988574,0.015139262347171703,1e-05,2,61.74143362045288
330,0.01263853143900633,0.015016354154795408,1e-05,2,61.98488712310791
331,0.01319656688719988,0.01585679640993476,1e-05,2,61.909679889678955
332,0.013883442617952824,0.01500801695510745,1e-05,2,62.03381061553955
333,0.01606960603967309,0.015029024798423052,1e-05,2,61.66126537322998
334,0.017920175287872552,0.014298687999447187,1e-05,2,61.42237114906311
335,0.015906290616840124,0.011852767784148455,1e-05,2,61.64660024642944
336,0.012720230687409639,0.012269564593831698,1e-05,2,61.71745204925537
337,0.012088050600141287,0.012288509402424097,1e-05,2,61.55748772621155
338,0.012322008889168502,0.012259388963381449,1e-05,2,61.77009558677673
339,0.011806378420442343,0.012008569824198881,1e-05,2,61.53057789802551
340,0.011747289014359315,0.01215211876357595,1e-05,2,61.64842772483826
341,0.01167168195048968,0.012089139316231012,1e-05,2,62.10824394226074
342,0.01161209928492705,0.012123551064481338,1e-05,2,61.41904592514038
343,0.011538722024609645,0.012086347055931887,1e-05,2,61.59488368034363
344,0.011453200411051512,0.01218542642891407,1e-05,2,61.61931014060974
345,0.011410264546672504,0.012163604299227396,1e-05,2,61.712212324142456
346,0.011416898077974717,0.012108703299115101,1e-05,2,61.391242265701294
347,0.011476093158125877,0.012435922399163246,1e-05,2,61.51018929481506
348,0.011569223459810018,0.012395792175084352,1e-05,2,61.39722442626953
349,0.011821874044835567,0.01227922753120462,1e-05,2,61.237221240997314
350,0.012125855715324482,0.012582651029030481,1e-05,2,61.57554888725281
351,0.012442864539722601,0.012968786216030518,1e-05,2,61.92276072502136
352,0.012919809576123953,0.013431245616326729,1e-05,2,61.57462930679321
353,0.012857589405030012,0.012828633965303501,1e-05,2,61.61962914466858
354,0.012219385771701733,0.012200289561102787,1e-05,2,61.77151274681091
355,0.012056240967164436,0.011983221707244715,1e-05,2,62.007426023483276
356,0.012262787763029337,0.012081099829326073,1e-05,2,61.137606382369995
357,0.012632578580329816,0.01291987532749772,1e-05,2,61.32555389404297
358,0.013275030069053173,0.014986968133598566,1e-05,2,61.47347331047058
359,0.014014268604417643,0.01725958737855156,1e-05,2,61.58710527420044
360,0.014657579797009627,0.017673777726789314,1e-05,2,61.62219429016113
361,0.014539935098340114,0.016882479656487703,1e-05,2,62.053149700164795
362,0.01456239918867747,0.01644321313748757,1e-05,2,61.79457068443298
363,0.013926836848258971,0.01658643192301194,1e-05,2,61.77682566642761
364,0.012948631184796493,0.01704215832675497,1e-05,2,61.726038217544556
365,0.012458059253791969,0.017237684534241755,1e-05,2,61.67147088050842
366,0.012558474857360124,0.01751945276434223,1e-05,2,62.09517288208008
367,0.012917376806338627,0.015864272757122915,1e-05,2,61.89916467666626
368,0.014429312944412232,0.013616572599858046,1e-05,2,61.707937240600586
369,0.017373578157275915,0.014659777749329805,1e-05,2,61.47240400314331
370,0.01820852936555942,0.013705923066784939,1e-05,2,61.981712341308594
371,0.012633087610205014,0.012633696664124727,1e-05,2,61.69828486442566
372,0.012020290736109019,0.012362402863800526,1e-05,2,61.69079566001892
373,0.01278158553565542,0.012788222016145786,1e-05,2,61.74730706214905
374,0.012146627095838388,0.012528663190702597,1e-05,2,61.604021310806274
375,0.012015410512685776,0.01321546376372377,1e-05,2,61.3925724029541
376,0.012180068902671337,0.014154443827768167,1e-05,2,62.08921551704407
377,0.01238821108515064,0.01502748749529322,1e-05,2,61.70716190338135
378,0.012382747946927945,0.016208126364896696,1e-05,2,61.78552842140198
379,0.012443255167454481,0.016818588133901358,1e-05,2,61.45033884048462
380,0.012375693613042435,0.017644877390315134,1e-05,2,61.28204154968262
381,0.0122142949141562,0.018297212664037943,1e-05,2,61.542118549346924
382,0.012129607796669006,0.018682438259323437,1e-05,2,61.29648447036743
383,0.012336172287662824,0.017832706061502297,1e-05,2,61.52855920791626
384,0.013202343477557103,0.015303905277202526,1e-05,2,61.369548320770264
385,0.015582881247003874,0.013274838527043661,1e-05,2,61.71376967430115
386,0.019260790416349968,0.015336300246417522,1e-05,2,61.294034004211426
387,0.014522020549823841,0.011985568174471458,1e-05,2,61.73248863220215
388,0.014253121428191661,0.011170716801037392,1e-05,2,61.368401765823364
389,0.012221343504885832,0.012137386947870255,1e-05,2,61.804967403411865
390,0.011504061861584584,0.011831896690030893,1e-05,2,61.724567890167236
391,0.011962769304712613,0.011738130046675602,1e-05,2,61.88918614387512
392,0.011426148811976115,0.011516610160470009,1e-05,2,61.621236085891724
393,0.0117447382149597,0.011231208220124245,1e-05,2,62.13758730888367
394,0.011533179289350907,0.01122651839007934,1e-05,2,61.76351189613342
395,0.011930500933279594,0.011052333905051151,1e-05,2,61.88393712043762
396,0.012262913212180138,0.01124306566392382,1e-05,2,62.09846520423889
397,0.01299039280662934,0.011912181973457336,1e-05,2,62.226760387420654
